period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-10-16T00,NY,New York,WAT,Hydro,3834,megawatthours
2024-10-15T23,NY,New York,WAT,Hydro,4012,megawatthours
2024-10-15T22,NY,New York,WAT,Hydro,3754,megawatthours
2024-10-15T21,NY,New York,WAT,Hydro,3044,megawatthours
2024-10-15T20,NY,New York,WAT,Hydro,2851,megawatthours
2024-10-15T19,NY,New York,WAT,Hydro,2749,megawatthours
2024-10-15T18,NY,New York,WAT,Hydro,2761,megawatthours
2024-10-15T17,NY,New York,WAT,Hydro,2869,megawatthours
2024-10-15T16,NY,New York,WAT,Hydro,2993,megawatthours
2024-10-15T15,NY,New York,WAT,Hydro,2953,megawatthours
2024-10-15T14,NY,New York,WAT,Hydro,2883,megawatthours
2024-10-15T13,NY,New York,WAT,Hydro,3493,megawatthours
2024-10-15T12,NY,New York,WAT,Hydro,3524,megawatthours
2024-10-15T11,NY,New York,WAT,Hydro,2769,megawatthours
2024-10-15T10,NY,New York,WAT,Hydro,2156,megawatthours
2024-10-15T09,NY,New York,WAT,Hydro,2010,megawatthours
2024-10-15T08,NY,New York,WAT,Hydro,1791,megawatthours
2024-10-15T07,NY,New York,WAT,Hydro,1793,megawatthours
2024-10-15T06,NY,New York,WAT,Hydro,1742,megawatthours
2024-10-15T05,NY,New York,WAT,Hydro,1891,megawatthours
2024-10-15T04,NY,New York,WAT,Hydro,2155,megawatthours
2024-10-15T03,NY,New York,WAT,Hydro,2655,megawatthours
2024-10-15T02,NY,New York,WAT,Hydro,3150,megawatthours
2024-10-15T01,NY,New York,WAT,Hydro,3400,megawatthours
2024-10-15T00,NY,New York,WAT,Hydro,3586,megawatthours
2024-10-14T23,NY,New York,WAT,Hydro,3812,megawatthours
2024-10-14T22,NY,New York,WAT,Hydro,3629,megawatthours
2024-10-14T21,NY,New York,WAT,Hydro,3361,megawatthours
2024-10-14T20,NY,New York,WAT,Hydro,3064,megawatthours
2024-10-14T19,NY,New York,WAT,Hydro,2833,megawatthours
2024-10-14T18,NY,New York,WAT,Hydro,3063,megawatthours
2024-10-14T17,NY,New York,WAT,Hydro,2981,megawatthours
2024-10-14T16,NY,New York,WAT,Hydro,2897,megawatthours
2024-10-14T15,NY,New York,WAT,Hydro,2827,megawatthours
2024-10-14T14,NY,New York,WAT,Hydro,3025,megawatthours
2024-10-14T13,NY,New York,WAT,Hydro,2838,megawatthours
2024-10-14T12,NY,New York,WAT,Hydro,2777,megawatthours
2024-10-14T11,NY,New York,WAT,Hydro,2178,megawatthours
2024-10-14T10,NY,New York,WAT,Hydro,1977,megawatthours
2024-10-14T09,NY,New York,WAT,Hydro,1737,megawatthours
2024-10-14T08,NY,New York,WAT,Hydro,1708,megawatthours
2024-10-14T07,NY,New York,WAT,Hydro,1757,megawatthours
2024-10-14T06,NY,New York,WAT,Hydro,1812,megawatthours
2024-10-14T05,NY,New York,WAT,Hydro,1911,megawatthours
2024-10-14T04,NY,New York,WAT,Hydro,2247,megawatthours
2024-10-14T03,NY,New York,WAT,Hydro,2570,megawatthours
2024-10-14T02,NY,New York,WAT,Hydro,3001,megawatthours
2024-10-14T01,NY,New York,WAT,Hydro,2915,megawatthours
2024-10-14T00,NY,New York,WAT,Hydro,3113,megawatthours
2024-10-13T23,NY,New York,WAT,Hydro,3373,megawatthours
2024-10-13T22,NY,New York,WAT,Hydro,3069,megawatthours
2024-10-13T21,NY,New York,WAT,Hydro,2552,megawatthours
2024-10-13T20,NY,New York,WAT,Hydro,2905,megawatthours
2024-10-13T19,NY,New York,WAT,Hydro,2958,megawatthours
2024-10-13T18,NY,New York,WAT,Hydro,2917,megawatthours
2024-10-13T17,NY,New York,WAT,Hydro,2733,megawatthours
2024-10-13T16,NY,New York,WAT,Hydro,2695,megawatthours
2024-10-13T15,NY,New York,WAT,Hydro,2809,megawatthours
2024-10-13T14,NY,New York,WAT,Hydro,2905,megawatthours
2024-10-13T13,NY,New York,WAT,Hydro,2779,megawatthours
2024-10-13T12,NY,New York,WAT,Hydro,2482,megawatthours
2024-10-13T11,NY,New York,WAT,Hydro,2095,megawatthours
2024-10-13T10,NY,New York,WAT,Hydro,1911,megawatthours
2024-10-13T09,NY,New York,WAT,Hydro,1801,megawatthours
2024-10-13T08,NY,New York,WAT,Hydro,1770,megawatthours
2024-10-13T07,NY,New York,WAT,Hydro,1810,megawatthours
2024-10-13T06,NY,New York,WAT,Hydro,1842,megawatthours
2024-10-13T05,NY,New York,WAT,Hydro,1930,megawatthours
2024-10-13T04,NY,New York,WAT,Hydro,2142,megawatthours
2024-10-13T03,NY,New York,WAT,Hydro,2504,megawatthours
2024-10-13T02,NY,New York,WAT,Hydro,2772,megawatthours
2024-10-13T01,NY,New York,WAT,Hydro,2918,megawatthours
2024-10-13T00,NY,New York,WAT,Hydro,3156,megawatthours
2024-10-12T23,NY,New York,WAT,Hydro,3091,megawatthours
2024-10-12T22,NY,New York,WAT,Hydro,2748,megawatthours
2024-10-12T21,NY,New York,WAT,Hydro,2495,megawatthours
2024-10-12T20,NY,New York,WAT,Hydro,2382,megawatthours
2024-10-12T19,NY,New York,WAT,Hydro,2356,megawatthours
2024-10-12T18,NY,New York,WAT,Hydro,2350,megawatthours
2024-10-12T17,NY,New York,WAT,Hydro,2461,megawatthours
2024-10-12T16,NY,New York,WAT,Hydro,2541,megawatthours
2024-10-12T15,NY,New York,WAT,Hydro,2563,megawatthours
2024-10-12T14,NY,New York,WAT,Hydro,2468,megawatthours
2024-10-12T13,NY,New York,WAT,Hydro,2763,megawatthours
2024-10-12T12,NY,New York,WAT,Hydro,2622,megawatthours
2024-10-12T11,NY,New York,WAT,Hydro,2300,megawatthours
2024-10-12T10,NY,New York,WAT,Hydro,1950,megawatthours
2024-10-12T09,NY,New York,WAT,Hydro,1768,megawatthours
2024-10-12T08,NY,New York,WAT,Hydro,1757,megawatthours
2024-10-12T07,NY,New York,WAT,Hydro,1670,megawatthours
2024-10-12T06,NY,New York,WAT,Hydro,1795,megawatthours
2024-10-12T05,NY,New York,WAT,Hydro,1814,megawatthours
2024-10-12T04,NY,New York,WAT,Hydro,1862,megawatthours
2024-10-12T03,NY,New York,WAT,Hydro,2258,megawatthours
2024-10-12T02,NY,New York,WAT,Hydro,2503,megawatthours
2024-10-12T01,NY,New York,WAT,Hydro,2577,megawatthours
2024-10-12T00,NY,New York,WAT,Hydro,3238,megawatthours
2024-10-11T23,NY,New York,WAT,Hydro,3490,megawatthours
2024-10-11T22,NY,New York,WAT,Hydro,3439,megawatthours
2024-10-11T21,NY,New York,WAT,Hydro,3018,megawatthours
2024-10-11T20,NY,New York,WAT,Hydro,2882,megawatthours
2024-10-11T19,NY,New York,WAT,Hydro,2791,megawatthours
2024-10-11T18,NY,New York,WAT,Hydro,2695,megawatthours
2024-10-11T17,NY,New York,WAT,Hydro,2686,megawatthours
2024-10-11T16,NY,New York,WAT,Hydro,2739,megawatthours
2024-10-11T15,NY,New York,WAT,Hydro,2743,megawatthours
2024-10-11T14,NY,New York,WAT,Hydro,2775,megawatthours
2024-10-11T13,NY,New York,WAT,Hydro,2757,megawatthours
2024-10-11T12,NY,New York,WAT,Hydro,3150,megawatthours
2024-10-11T11,NY,New York,WAT,Hydro,2456,megawatthours
2024-10-11T10,NY,New York,WAT,Hydro,2173,megawatthours
2024-10-11T09,NY,New York,WAT,Hydro,1978,megawatthours
2024-10-11T08,NY,New York,WAT,Hydro,1943,megawatthours
2024-10-11T07,NY,New York,WAT,Hydro,1994,megawatthours
2024-10-11T06,NY,New York,WAT,Hydro,2061,megawatthours
2024-10-11T05,NY,New York,WAT,Hydro,2150,megawatthours
2024-10-11T04,NY,New York,WAT,Hydro,2130,megawatthours
2024-10-11T03,NY,New York,WAT,Hydro,2681,megawatthours
2024-10-11T02,NY,New York,WAT,Hydro,3109,megawatthours
2024-10-11T01,NY,New York,WAT,Hydro,3311,megawatthours
2024-10-11T00,NY,New York,WAT,Hydro,3351,megawatthours
2024-10-10T23,NY,New York,WAT,Hydro,3339,megawatthours
2024-10-10T22,NY,New York,WAT,Hydro,3516,megawatthours
2024-10-10T21,NY,New York,WAT,Hydro,3224,megawatthours
2024-10-10T20,NY,New York,WAT,Hydro,3200,megawatthours
2024-10-10T19,NY,New York,WAT,Hydro,2927,megawatthours
2024-10-10T18,NY,New York,WAT,Hydro,2890,megawatthours
2024-10-10T17,NY,New York,WAT,Hydro,2843,megawatthours
2024-10-10T16,NY,New York,WAT,Hydro,2788,megawatthours
2024-10-10T15,NY,New York,WAT,Hydro,2885,megawatthours
2024-10-10T14,NY,New York,WAT,Hydro,3108,megawatthours
2024-10-10T13,NY,New York,WAT,Hydro,3358,megawatthours
2024-10-10T12,NY,New York,WAT,Hydro,3337,megawatthours
2024-10-10T11,NY,New York,WAT,Hydro,2738,megawatthours
2024-10-10T10,NY,New York,WAT,Hydro,2516,megawatthours
2024-10-10T09,NY,New York,WAT,Hydro,2342,megawatthours
2024-10-10T08,NY,New York,WAT,Hydro,2361,megawatthours
2024-10-10T07,NY,New York,WAT,Hydro,2366,megawatthours
2024-10-10T06,NY,New York,WAT,Hydro,2469,megawatthours
2024-10-10T05,NY,New York,WAT,Hydro,2565,megawatthours
2024-10-10T04,NY,New York,WAT,Hydro,2127,megawatthours
2024-10-10T03,NY,New York,WAT,Hydro,2493,megawatthours
2024-10-10T02,NY,New York,WAT,Hydro,3026,megawatthours
2024-10-10T01,NY,New York,WAT,Hydro,3095,megawatthours
2024-10-10T00,NY,New York,WAT,Hydro,3597,megawatthours
2024-10-09T23,NY,New York,WAT,Hydro,3539,megawatthours
2024-10-09T22,NY,New York,WAT,Hydro,3326,megawatthours
2024-10-09T21,NY,New York,WAT,Hydro,0,megawatthours
2024-10-09T20,NY,New York,WAT,Hydro,0,megawatthours
2024-10-09T19,NY,New York,WAT,Hydro,2586,megawatthours
2024-10-09T18,NY,New York,WAT,Hydro,2519,megawatthours
2024-10-09T17,NY,New York,WAT,Hydro,2451,megawatthours
2024-10-09T16,NY,New York,WAT,Hydro,2466,megawatthours
2024-10-09T15,NY,New York,WAT,Hydro,2498,megawatthours
2024-10-09T14,NY,New York,WAT,Hydro,2469,megawatthours
2024-10-09T13,NY,New York,WAT,Hydro,2720,megawatthours
2024-10-09T12,NY,New York,WAT,Hydro,3030,megawatthours
2024-10-09T11,NY,New York,WAT,Hydro,2459,megawatthours
2024-10-09T10,NY,New York,WAT,Hydro,1894,megawatthours
2024-10-09T09,NY,New York,WAT,Hydro,1734,megawatthours
2024-10-09T08,NY,New York,WAT,Hydro,1684,megawatthours
2024-10-09T07,NY,New York,WAT,Hydro,1766,megawatthours
2024-10-09T06,NY,New York,WAT,Hydro,1916,megawatthours
2024-10-09T05,NY,New York,WAT,Hydro,2048,megawatthours
2024-10-09T04,NY,New York,WAT,Hydro,2127,megawatthours
2024-10-09T03,NY,New York,WAT,Hydro,2493,megawatthours
2024-10-09T02,NY,New York,WAT,Hydro,3026,megawatthours
2024-10-09T01,NY,New York,WAT,Hydro,3095,megawatthours
2024-10-09T00,NY,New York,WAT,Hydro,3597,megawatthours
2024-10-08T23,NY,New York,WAT,Hydro,3539,megawatthours
2024-10-08T22,NY,New York,WAT,Hydro,3326,megawatthours
2024-10-08T21,NY,New York,WAT,Hydro,2918,megawatthours
2024-10-08T20,NY,New York,WAT,Hydro,2739,megawatthours
2024-10-08T19,NY,New York,WAT,Hydro,2690,megawatthours
2024-10-08T18,NY,New York,WAT,Hydro,2685,megawatthours
2024-10-08T17,NY,New York,WAT,Hydro,2479,megawatthours
2024-10-08T16,NY,New York,WAT,Hydro,2394,megawatthours
2024-10-08T15,NY,New York,WAT,Hydro,2390,megawatthours
2024-10-08T14,NY,New York,WAT,Hydro,2347,megawatthours
2024-10-08T13,NY,New York,WAT,Hydro,2686,megawatthours
2024-10-08T12,NY,New York,WAT,Hydro,2897,megawatthours
2024-10-08T11,NY,New York,WAT,Hydro,2279,megawatthours
2024-10-08T10,NY,New York,WAT,Hydro,2073,megawatthours
2024-10-08T09,NY,New York,WAT,Hydro,1970,megawatthours
2024-10-08T08,NY,New York,WAT,Hydro,1914,megawatthours
2024-10-08T07,NY,New York,WAT,Hydro,1780,megawatthours
2024-10-08T06,NY,New York,WAT,Hydro,1874,megawatthours
2024-10-08T05,NY,New York,WAT,Hydro,1955,megawatthours
2024-10-08T04,NY,New York,WAT,Hydro,1969,megawatthours
2024-10-08T03,NY,New York,WAT,Hydro,2474,megawatthours
2024-10-08T02,NY,New York,WAT,Hydro,2975,megawatthours
2024-10-08T01,NY,New York,WAT,Hydro,3278,megawatthours
2024-10-08T00,NY,New York,WAT,Hydro,3520,megawatthours
2024-10-07T23,NY,New York,WAT,Hydro,3512,megawatthours
2024-10-07T22,NY,New York,WAT,Hydro,3512,megawatthours
2024-10-07T21,NY,New York,WAT,Hydro,3462,megawatthours
2024-10-07T20,NY,New York,WAT,Hydro,2915,megawatthours
2024-10-07T19,NY,New York,WAT,Hydro,2844,megawatthours
2024-10-07T18,NY,New York,WAT,Hydro,2922,megawatthours
2024-10-07T17,NY,New York,WAT,Hydro,2812,megawatthours
2024-10-07T16,NY,New York,WAT,Hydro,2807,megawatthours
2024-10-07T15,NY,New York,WAT,Hydro,2893,megawatthours
2024-10-07T14,NY,New York,WAT,Hydro,2884,megawatthours
2024-10-07T13,NY,New York,WAT,Hydro,3041,megawatthours
2024-10-07T12,NY,New York,WAT,Hydro,3073,megawatthours
2024-10-07T11,NY,New York,WAT,Hydro,2424,megawatthours
2024-10-07T10,NY,New York,WAT,Hydro,1944,megawatthours
2024-10-07T09,NY,New York,WAT,Hydro,1781,megawatthours
2024-10-07T08,NY,New York,WAT,Hydro,1681,megawatthours
2024-10-07T07,NY,New York,WAT,Hydro,1706,megawatthours
2024-10-07T06,NY,New York,WAT,Hydro,1745,megawatthours
2024-10-07T05,NY,New York,WAT,Hydro,1766,megawatthours
2024-10-07T04,NY,New York,WAT,Hydro,1767,megawatthours
2024-10-07T03,NY,New York,WAT,Hydro,2180,megawatthours
2024-10-07T02,NY,New York,WAT,Hydro,2948,megawatthours
2024-10-07T01,NY,New York,WAT,Hydro,3164,megawatthours
2024-10-07T00,NY,New York,WAT,Hydro,3470,megawatthours
2024-10-06T23,NY,New York,WAT,Hydro,3530,megawatthours
2024-10-06T22,NY,New York,WAT,Hydro,3268,megawatthours
2024-10-06T21,NY,New York,WAT,Hydro,2752,megawatthours
2024-10-06T20,NY,New York,WAT,Hydro,2624,megawatthours
2024-10-06T19,NY,New York,WAT,Hydro,2505,megawatthours
2024-10-06T18,NY,New York,WAT,Hydro,2292,megawatthours
2024-10-06T17,NY,New York,WAT,Hydro,2292,megawatthours
2024-10-06T16,NY,New York,WAT,Hydro,2274,megawatthours
2024-10-06T15,NY,New York,WAT,Hydro,2242,megawatthours
2024-10-06T14,NY,New York,WAT,Hydro,2271,megawatthours
2024-10-06T13,NY,New York,WAT,Hydro,2319,megawatthours
2024-10-06T12,NY,New York,WAT,Hydro,2284,megawatthours
2024-10-06T11,NY,New York,WAT,Hydro,1821,megawatthours
2024-10-06T10,NY,New York,WAT,Hydro,1589,megawatthours
2024-10-06T09,NY,New York,WAT,Hydro,1590,megawatthours
2024-10-06T08,NY,New York,WAT,Hydro,1599,megawatthours
2024-10-06T07,NY,New York,WAT,Hydro,1649,megawatthours
2024-10-06T06,NY,New York,WAT,Hydro,1724,megawatthours
2024-10-06T05,NY,New York,WAT,Hydro,1681,megawatthours
2024-10-06T04,NY,New York,WAT,Hydro,1926,megawatthours
2024-10-06T03,NY,New York,WAT,Hydro,2418,megawatthours
2024-10-06T02,NY,New York,WAT,Hydro,2906,megawatthours
2024-10-06T01,NY,New York,WAT,Hydro,3204,megawatthours
2024-10-06T00,NY,New York,WAT,Hydro,3710,megawatthours
2024-10-05T23,NY,New York,WAT,Hydro,3779,megawatthours
2024-10-05T22,NY,New York,WAT,Hydro,3680,megawatthours
2024-10-05T21,NY,New York,WAT,Hydro,3018,megawatthours
2024-10-05T20,NY,New York,WAT,Hydro,2883,megawatthours
2024-10-05T19,NY,New York,WAT,Hydro,2693,megawatthours
2024-10-05T18,NY,New York,WAT,Hydro,2536,megawatthours
2024-10-05T17,NY,New York,WAT,Hydro,2526,megawatthours
2024-10-05T16,NY,New York,WAT,Hydro,2482,megawatthours
2024-10-05T15,NY,New York,WAT,Hydro,2466,megawatthours
2024-10-05T14,NY,New York,WAT,Hydro,2527,megawatthours
2024-10-05T13,NY,New York,WAT,Hydro,2599,megawatthours
2024-10-05T12,NY,New York,WAT,Hydro,2553,megawatthours
2024-10-05T11,NY,New York,WAT,Hydro,2130,megawatthours
2024-10-05T10,NY,New York,WAT,Hydro,1874,megawatthours
2024-10-05T09,NY,New York,WAT,Hydro,1787,megawatthours
2024-10-05T08,NY,New York,WAT,Hydro,1826,megawatthours
2024-10-05T07,NY,New York,WAT,Hydro,1842,megawatthours
2024-10-05T06,NY,New York,WAT,Hydro,1907,megawatthours
2024-10-05T05,NY,New York,WAT,Hydro,1857,megawatthours
2024-10-05T04,NY,New York,WAT,Hydro,2050,megawatthours
2024-10-05T03,NY,New York,WAT,Hydro,2564,megawatthours
2024-10-05T02,NY,New York,WAT,Hydro,2929,megawatthours
2024-10-05T01,NY,New York,WAT,Hydro,3134,megawatthours
2024-10-05T00,NY,New York,WAT,Hydro,3424,megawatthours
2024-10-04T23,NY,New York,WAT,Hydro,3792,megawatthours
2024-10-04T22,NY,New York,WAT,Hydro,3762,megawatthours
2024-10-04T21,NY,New York,WAT,Hydro,3334,megawatthours
2024-10-04T20,NY,New York,WAT,Hydro,3128,megawatthours
2024-10-04T19,NY,New York,WAT,Hydro,2974,megawatthours
2024-10-04T18,NY,New York,WAT,Hydro,2744,megawatthours
2024-10-04T17,NY,New York,WAT,Hydro,2661,megawatthours
2024-10-04T16,NY,New York,WAT,Hydro,2616,megawatthours
2024-10-04T15,NY,New York,WAT,Hydro,2622,megawatthours
2024-10-04T14,NY,New York,WAT,Hydro,2740,megawatthours
2024-10-04T13,NY,New York,WAT,Hydro,2839,megawatthours
2024-10-04T12,NY,New York,WAT,Hydro,2890,megawatthours
2024-10-04T11,NY,New York,WAT,Hydro,2321,megawatthours
2024-10-04T10,NY,New York,WAT,Hydro,1980,megawatthours
2024-10-04T09,NY,New York,WAT,Hydro,1917,megawatthours
2024-10-04T08,NY,New York,WAT,Hydro,1891,megawatthours
2024-10-04T07,NY,New York,WAT,Hydro,1911,megawatthours
2024-10-04T06,NY,New York,WAT,Hydro,1996,megawatthours
2024-10-04T05,NY,New York,WAT,Hydro,1960,megawatthours
2024-10-04T04,NY,New York,WAT,Hydro,2021,megawatthours
2024-10-04T03,NY,New York,WAT,Hydro,2388,megawatthours
2024-10-04T02,NY,New York,WAT,Hydro,2945,megawatthours
2024-10-04T01,NY,New York,WAT,Hydro,3512,megawatthours
2024-10-04T00,NY,New York,WAT,Hydro,4082,megawatthours
2024-10-03T23,NY,New York,WAT,Hydro,3830,megawatthours
2024-10-03T22,NY,New York,WAT,Hydro,3821,megawatthours
2024-10-03T21,NY,New York,WAT,Hydro,3315,megawatthours
2024-10-03T20,NY,New York,WAT,Hydro,3043,megawatthours
2024-10-03T19,NY,New York,WAT,Hydro,2708,megawatthours
2024-10-03T18,NY,New York,WAT,Hydro,2658,megawatthours
2024-10-03T17,NY,New York,WAT,Hydro,2576,megawatthours
2024-10-03T16,NY,New York,WAT,Hydro,2548,megawatthours
2024-10-03T15,NY,New York,WAT,Hydro,2536,megawatthours
2024-10-03T14,NY,New York,WAT,Hydro,2644,megawatthours
2024-10-03T13,NY,New York,WAT,Hydro,2776,megawatthours
2024-10-03T12,NY,New York,WAT,Hydro,2725,megawatthours
2024-10-03T11,NY,New York,WAT,Hydro,2577,megawatthours
2024-10-03T10,NY,New York,WAT,Hydro,2423,megawatthours
2024-10-03T09,NY,New York,WAT,Hydro,2379,megawatthours
2024-10-03T08,NY,New York,WAT,Hydro,2366,megawatthours
2024-10-03T07,NY,New York,WAT,Hydro,2394,megawatthours
2024-10-03T06,NY,New York,WAT,Hydro,2389,megawatthours
2024-10-03T05,NY,New York,WAT,Hydro,2380,megawatthours
2024-10-03T04,NY,New York,WAT,Hydro,2406,megawatthours
2024-10-03T03,NY,New York,WAT,Hydro,2519,megawatthours
2024-10-03T02,NY,New York,WAT,Hydro,2842,megawatthours
2024-10-03T01,NY,New York,WAT,Hydro,3225,megawatthours
2024-10-03T00,NY,New York,WAT,Hydro,3817,megawatthours
2024-10-02T23,NY,New York,WAT,Hydro,3839,megawatthours
2024-10-02T22,NY,New York,WAT,Hydro,3474,megawatthours
2024-10-02T21,NY,New York,WAT,Hydro,3222,megawatthours
2024-10-02T20,NY,New York,WAT,Hydro,2797,megawatthours
2024-10-02T19,NY,New York,WAT,Hydro,2679,megawatthours
2024-10-02T18,NY,New York,WAT,Hydro,2603,megawatthours
2024-10-02T17,NY,New York,WAT,Hydro,2639,megawatthours
2024-10-02T16,NY,New York,WAT,Hydro,2579,megawatthours
2024-10-02T15,NY,New York,WAT,Hydro,2520,megawatthours
2024-10-02T14,NY,New York,WAT,Hydro,2567,megawatthours
2024-10-02T13,NY,New York,WAT,Hydro,2541,megawatthours
2024-10-02T12,NY,New York,WAT,Hydro,2640,megawatthours
2024-10-02T11,NY,New York,WAT,Hydro,2273,megawatthours
2024-10-02T10,NY,New York,WAT,Hydro,1920,megawatthours
2024-10-02T09,NY,New York,WAT,Hydro,1828,megawatthours
2024-10-02T08,NY,New York,WAT,Hydro,1806,megawatthours
2024-10-02T07,NY,New York,WAT,Hydro,1854,megawatthours
2024-10-02T06,NY,New York,WAT,Hydro,1896,megawatthours
2024-10-02T05,NY,New York,WAT,Hydro,1889,megawatthours
2024-10-02T04,NY,New York,WAT,Hydro,2018,megawatthours
2024-10-02T03,NY,New York,WAT,Hydro,2311,megawatthours
2024-10-02T02,NY,New York,WAT,Hydro,2693,megawatthours
2024-10-02T01,NY,New York,WAT,Hydro,3173,megawatthours
2024-10-02T00,NY,New York,WAT,Hydro,3584,megawatthours
2024-10-01T23,NY,New York,WAT,Hydro,3636,megawatthours
2024-10-01T22,NY,New York,WAT,Hydro,3564,megawatthours
2024-10-01T21,NY,New York,WAT,Hydro,3143,megawatthours
2024-10-01T20,NY,New York,WAT,Hydro,2791,megawatthours
2024-10-01T19,NY,New York,WAT,Hydro,2722,megawatthours
2024-10-01T18,NY,New York,WAT,Hydro,2577,megawatthours
2024-10-01T17,NY,New York,WAT,Hydro,2544,megawatthours
2024-10-01T16,NY,New York,WAT,Hydro,2471,megawatthours
2024-10-01T15,NY,New York,WAT,Hydro,2384,megawatthours
2024-10-01T14,NY,New York,WAT,Hydro,2495,megawatthours
2024-10-01T13,NY,New York,WAT,Hydro,2529,megawatthours
2024-10-01T12,NY,New York,WAT,Hydro,2604,megawatthours
2024-10-01T11,NY,New York,WAT,Hydro,2076,megawatthours
2024-10-01T10,NY,New York,WAT,Hydro,1915,megawatthours
2024-10-01T09,NY,New York,WAT,Hydro,1702,megawatthours
2024-10-01T08,NY,New York,WAT,Hydro,1732,megawatthours
2024-10-01T07,NY,New York,WAT,Hydro,1724,megawatthours
2024-10-01T06,NY,New York,WAT,Hydro,1730,megawatthours
2024-10-01T05,NY,New York,WAT,Hydro,1728,megawatthours
2024-10-01T04,NY,New York,WAT,Hydro,1969,megawatthours
2024-10-01T03,NY,New York,WAT,Hydro,2394,megawatthours
2024-10-01T02,NY,New York,WAT,Hydro,2983,megawatthours
2024-10-01T01,NY,New York,WAT,Hydro,3485,megawatthours
2024-10-01T00,NY,New York,WAT,Hydro,4001,megawatthours
2024-09-30T23,NY,New York,WAT,Hydro,3899,megawatthours
2024-09-30T22,NY,New York,WAT,Hydro,3846,megawatthours
2024-09-30T21,NY,New York,WAT,Hydro,3412,megawatthours
2024-09-30T20,NY,New York,WAT,Hydro,2918,megawatthours
2024-09-30T19,NY,New York,WAT,Hydro,2838,megawatthours
2024-09-30T18,NY,New York,WAT,Hydro,2646,megawatthours
2024-09-30T17,NY,New York,WAT,Hydro,2466,megawatthours
2024-09-30T16,NY,New York,WAT,Hydro,2446,megawatthours
2024-09-30T15,NY,New York,WAT,Hydro,2437,megawatthours
2024-09-30T14,NY,New York,WAT,Hydro,2642,megawatthours
2024-09-30T13,NY,New York,WAT,Hydro,2631,megawatthours
2024-09-30T12,NY,New York,WAT,Hydro,2705,megawatthours
2024-09-30T11,NY,New York,WAT,Hydro,2096,megawatthours
2024-09-30T10,NY,New York,WAT,Hydro,1909,megawatthours
2024-09-30T09,NY,New York,WAT,Hydro,1800,megawatthours
2024-09-30T08,NY,New York,WAT,Hydro,1798,megawatthours
2024-09-30T07,NY,New York,WAT,Hydro,1775,megawatthours
2024-09-30T06,NY,New York,WAT,Hydro,1828,megawatthours
2024-09-30T05,NY,New York,WAT,Hydro,1848,megawatthours
2024-09-30T04,NY,New York,WAT,Hydro,1880,megawatthours
2024-09-30T03,NY,New York,WAT,Hydro,2264,megawatthours
2024-09-30T02,NY,New York,WAT,Hydro,2779,megawatthours
2024-09-30T01,NY,New York,WAT,Hydro,3206,megawatthours
2024-09-30T00,NY,New York,WAT,Hydro,3359,megawatthours
2024-09-29T23,NY,New York,WAT,Hydro,3254,megawatthours
2024-09-29T22,NY,New York,WAT,Hydro,3119,megawatthours
2024-09-29T21,NY,New York,WAT,Hydro,2987,megawatthours
2024-09-29T20,NY,New York,WAT,Hydro,2762,megawatthours
2024-09-29T19,NY,New York,WAT,Hydro,2763,megawatthours
2024-09-29T18,NY,New York,WAT,Hydro,2543,megawatthours
2024-09-29T17,NY,New York,WAT,Hydro,2522,megawatthours
2024-09-29T16,NY,New York,WAT,Hydro,2410,megawatthours
2024-09-29T15,NY,New York,WAT,Hydro,2378,megawatthours
2024-09-29T14,NY,New York,WAT,Hydro,2447,megawatthours
2024-09-29T13,NY,New York,WAT,Hydro,2407,megawatthours
2024-09-29T12,NY,New York,WAT,Hydro,2329,megawatthours
2024-09-29T11,NY,New York,WAT,Hydro,1941,megawatthours
2024-09-29T10,NY,New York,WAT,Hydro,1727,megawatthours
2024-09-29T09,NY,New York,WAT,Hydro,1693,megawatthours
2024-09-29T08,NY,New York,WAT,Hydro,1656,megawatthours
2024-09-29T07,NY,New York,WAT,Hydro,1697,megawatthours
2024-09-29T06,NY,New York,WAT,Hydro,1757,megawatthours
2024-09-29T05,NY,New York,WAT,Hydro,1731,megawatthours
2024-09-29T04,NY,New York,WAT,Hydro,1901,megawatthours
2024-09-29T03,NY,New York,WAT,Hydro,2276,megawatthours
2024-09-29T02,NY,New York,WAT,Hydro,2749,megawatthours
2024-09-29T01,NY,New York,WAT,Hydro,3003,megawatthours
2024-09-29T00,NY,New York,WAT,Hydro,3128,megawatthours
2024-09-28T23,NY,New York,WAT,Hydro,3197,megawatthours
2024-09-28T22,NY,New York,WAT,Hydro,3067,megawatthours
2024-09-28T21,NY,New York,WAT,Hydro,2829,megawatthours
2024-09-28T20,NY,New York,WAT,Hydro,2687,megawatthours
2024-09-28T19,NY,New York,WAT,Hydro,2674,megawatthours
2024-09-28T18,NY,New York,WAT,Hydro,2571,megawatthours
2024-09-28T17,NY,New York,WAT,Hydro,2533,megawatthours
2024-09-28T16,NY,New York,WAT,Hydro,2398,megawatthours
2024-09-28T15,NY,New York,WAT,Hydro,2382,megawatthours
2024-09-28T14,NY,New York,WAT,Hydro,2301,megawatthours
2024-09-28T13,NY,New York,WAT,Hydro,2302,megawatthours
2024-09-28T12,NY,New York,WAT,Hydro,2208,megawatthours
2024-09-28T11,NY,New York,WAT,Hydro,1925,megawatthours
2024-09-28T10,NY,New York,WAT,Hydro,1715,megawatthours
