period,value
2024-09-13T10,2163
2024-09-13T09,2090
2024-09-13T08,2107
2024-09-13T07,2066
2024-09-13T06,2221
2024-09-13T05,2224
2024-09-13T04,2369
2024-09-13T03,2951
2024-09-13T02,3156
2024-09-13T01,3549
2024-09-13T00,3775
2024-09-12T23,3846
2024-09-12T22,3849
2024-09-12T21,3769
2024-09-12T20,3678
2024-09-12T19,3381
2024-09-12T18,3059
2024-09-12T17,2890
2024-09-12T16,2807
2024-09-12T15,2780
2024-09-12T14,2743
2024-09-12T13,2747
2024-09-12T12,2695
2024-09-12T11,2361
2024-09-12T10,2315
2024-09-12T09,2262
2024-09-12T08,1999
2024-09-12T07,1892
2024-09-12T06,1932
2024-09-12T05,2217
2024-09-12T04,2688
2024-09-12T03,2876
2024-09-12T02,3201
2024-09-12T01,3475
2024-09-12T00,3985
2024-09-11T23,3932
2024-09-11T22,3822
2024-09-11T21,3378
2024-09-11T20,3221
2024-09-11T19,3191
2024-09-11T18,3077
2024-09-11T17,3065
2024-09-11T16,2864
2024-09-11T15,2757
2024-09-11T14,2711
2024-09-11T13,2645
2024-09-11T12,2559
2024-09-11T11,2123
2024-09-11T10,1943
2024-09-11T09,1953
2024-09-11T08,1950
2024-09-11T07,2005
2024-09-11T06,1995
2024-09-11T05,2057
2024-09-11T04,2277
2024-09-11T03,2645
2024-09-11T02,3182
2024-09-11T01,3564
2024-09-11T00,3746
2024-09-10T23,3751
2024-09-10T22,3657
2024-09-10T21,3432
2024-09-10T20,3301
2024-09-10T19,3245
2024-09-10T18,3191
2024-09-10T17,3130
2024-09-10T16,3129
2024-09-10T15,3042
2024-09-10T14,3081
2024-09-10T13,2892
2024-09-10T12,2905
2024-09-10T11,2527
2024-09-10T10,2355
2024-09-10T09,2367
2024-09-10T08,2387
2024-09-10T07,2379
2024-09-10T06,2370
2024-09-10T05,2429
2024-09-10T04,2377
2024-09-10T03,2653
2024-09-10T02,3308
2024-09-10T01,3391
2024-09-10T00,3694
2024-09-09T23,3711
2024-09-09T22,3785
2024-09-09T21,3555
2024-09-09T20,3464
2024-09-09T19,3287
2024-09-09T18,3330
2024-09-09T17,3234
2024-09-09T16,3197
2024-09-09T15,3105
2024-09-09T14,2906
2024-09-09T13,2954
2024-09-09T12,2996
2024-09-09T11,3047
2024-09-09T10,2966
2024-09-09T09,2738
2024-09-09T08,2452
2024-09-09T07,2577
2024-09-09T06,2791
2024-09-09T05,2956
2024-09-09T04,3035
2024-09-09T03,3132
2024-09-09T02,2870
2024-09-09T01,2944
2024-09-09T00,3024
2024-09-08T23,3022
2024-09-08T22,2827
2024-09-08T21,2666
2024-09-08T20,2382
2024-09-08T19,2419
2024-09-08T18,2307
2024-09-08T17,2514
2024-09-08T16,2250
2024-09-08T15,2226
2024-09-08T14,2470
2024-09-08T13,2425
2024-09-08T12,2465
2024-09-08T11,2481
2024-09-08T10,2437
2024-09-08T09,2468
2024-09-08T08,2473
2024-09-08T07,2476
2024-09-08T06,2557
2024-09-08T05,2442
2024-09-08T04,2551
2024-09-08T03,2538
2024-09-08T02,2678
2024-09-08T01,2865
2024-09-08T00,3283
2024-09-07T23,3134
2024-09-07T22,2999
2024-09-07T21,2809
2024-09-07T20,2537
2024-09-07T19,2665
2024-09-07T18,2553
2024-09-07T17,2433
2024-09-07T16,2412
2024-09-07T15,2765
2024-09-07T14,2704
2024-09-07T13,2432
2024-09-07T12,2692
2024-09-07T11,2346
2024-09-07T10,2228
2024-09-07T09,2173
2024-09-07T08,2165
2024-09-07T07,2089
2024-09-07T06,2178
2024-09-07T05,2454
2024-09-07T04,2373
2024-09-07T03,2751
2024-09-07T02,3208
2024-09-07T01,3345
2024-09-07T00,3556
2024-09-06T23,3552
2024-09-06T22,3507
2024-09-06T21,3501
2024-09-06T20,3315
2024-09-06T19,3253
2024-09-06T18,3107
2024-09-06T17,3096
2024-09-06T16,3219
2024-09-06T15,3177
2024-09-06T14,3163
2024-09-06T13,3062
2024-09-06T12,2881
2024-09-06T11,2506
2024-09-06T10,2406
2024-09-06T09,2319
2024-09-06T08,2265
2024-09-06T07,2297
2024-09-06T06,2138
2024-09-06T05,2202
2024-09-06T04,2393
2024-09-06T03,2699
2024-09-06T02,2842
2024-09-06T01,3258
2024-09-06T00,3618
2024-09-05T23,3764
2024-09-05T22,3559
2024-09-05T21,3377
2024-09-05T20,3282
2024-09-05T19,3236
2024-09-05T18,3069
2024-09-05T17,3082
2024-09-05T16,3076
2024-09-05T15,3077
2024-09-05T14,3041
2024-09-05T13,2969
2024-09-05T12,2922
2024-09-05T11,2672
2024-09-05T10,2413
2024-09-05T09,2313
2024-09-05T08,2305
2024-09-05T07,2231
2024-09-05T06,2291
2024-09-05T05,2262
2024-09-05T04,2559
2024-09-05T03,2767
2024-09-05T02,2983
2024-09-05T01,3299
2024-09-05T00,3721
2024-09-04T23,3696
2024-09-04T22,3519
2024-09-04T21,3397
2024-09-04T20,2990
2024-09-04T19,2912
2024-09-04T18,2854
2024-09-04T17,2641
2024-09-04T16,2574
2024-09-04T15,2505
2024-09-04T14,2551
2024-09-04T13,2540
2024-09-04T12,2552
2024-09-04T11,2394
2024-09-04T10,2282
2024-09-04T09,2302
2024-09-04T08,2362
2024-09-04T07,2671
2024-09-04T06,2691
2024-09-04T05,2668
2024-09-04T04,2653
2024-09-04T03,2673
2024-09-04T02,3071
2024-09-04T01,3369
2024-09-04T00,3472
2024-09-03T23,3737
2024-09-03T22,3553
2024-09-03T21,3367
2024-09-03T20,3337
2024-09-03T19,3097
2024-09-03T18,2986
2024-09-03T17,2824
2024-09-03T16,2757
2024-09-03T15,2684
2024-09-03T14,2656
2024-09-03T13,2334
2024-09-03T12,2619
2024-09-03T11,2237
2024-09-03T10,2518
2024-09-03T09,2336
2024-09-03T08,2168
2024-09-03T07,2216
2024-09-03T06,2399
2024-09-03T05,2411
2024-09-03T04,2230
2024-09-03T03,2407
2024-09-03T02,2778
2024-09-03T01,2873
2024-09-03T00,3193
2024-09-02T23,3300
2024-09-02T22,3142
2024-09-02T21,2891
2024-09-02T20,2655
2024-09-02T19,2631
2024-09-02T18,2509
2024-09-02T17,2543
2024-09-02T16,2509
2024-09-02T15,2504
2024-09-02T14,2351
2024-09-02T13,2235
2024-09-02T12,2502
2024-09-02T11,2335
2024-09-02T10,2230
2024-09-02T09,2146
2024-09-02T08,2124
2024-09-02T07,2251
2024-09-02T06,2083
2024-09-02T05,2186
2024-09-02T04,2456
2024-09-02T03,2542
2024-09-02T02,2710
2024-09-02T01,2841
2024-09-02T00,2907
2024-09-01T23,3200
2024-09-01T22,3165
2024-09-01T21,2922
2024-09-01T20,2684
2024-09-01T19,2745
2024-09-01T18,2733
2024-09-01T17,2679
2024-09-01T16,2654
2024-09-01T15,2612
2024-09-01T14,2480
2024-09-01T13,2398
2024-09-01T12,2451
2024-09-01T11,2277
2024-09-01T10,2194
2024-09-01T09,2149
2024-09-01T08,2199
2024-09-01T07,2206
2024-09-01T06,2167
2024-09-01T05,2318
2024-09-01T04,2407
2024-09-01T03,2431
2024-09-01T02,2667
2024-09-01T01,2844
2024-09-01T00,3075
2024-08-31T23,3106
2024-08-31T22,3096
2024-08-31T21,3060
2024-08-31T20,2954
2024-08-31T19,2714
2024-08-31T18,2784
2024-08-31T17,2724
2024-08-31T16,2741
2024-08-31T15,2676
2024-08-31T14,2594
2024-08-31T13,2572
2024-08-31T12,2458
2024-08-31T11,2224
2024-08-31T10,2073
2024-08-31T09,2106
2024-08-31T08,2073
2024-08-31T07,2235
2024-08-31T06,2230
2024-08-31T05,2272
2024-08-31T04,2294
2024-08-31T03,2686
2024-08-31T02,3137
2024-08-31T01,3271
2024-08-31T00,3621
2024-08-30T23,3611
2024-08-30T22,3520
2024-08-30T21,3379
2024-08-30T20,3315
2024-08-30T19,3231
2024-08-30T18,3013
2024-08-30T17,2764
2024-08-30T16,2753
2024-08-30T15,2751
2024-08-30T14,2715
2024-08-30T13,2721
2024-08-30T12,2592
2024-08-30T11,2312
2024-08-30T10,2290
2024-08-30T09,2225
2024-08-30T08,2237
2024-08-30T07,2267
2024-08-30T06,2312
2024-08-30T05,2312
2024-08-30T04,2307
2024-08-30T03,2543
2024-08-30T02,2987
2024-08-30T01,3225
2024-08-30T00,3470
2024-08-29T23,3587
2024-08-29T22,3616
2024-08-29T21,3567
2024-08-29T20,3408
2024-08-29T19,3297
2024-08-29T18,2988
2024-08-29T17,2947
2024-08-29T16,3200
2024-08-29T15,2963
2024-08-29T14,2849
2024-08-29T13,2801
2024-08-29T12,2810
2024-08-29T11,2411
2024-08-29T10,2268
2024-08-29T09,2255
2024-08-29T08,2283
2024-08-29T07,2289
2024-08-29T06,2336
2024-08-29T05,2319
2024-08-29T04,2454
2024-08-29T03,2615
2024-08-29T02,2817
2024-08-29T01,3169
2024-08-29T00,3648
2024-08-28T23,4135
2024-08-28T22,4202
2024-08-28T21,3933
2024-08-28T20,3425
2024-08-28T19,3158
2024-08-28T18,2984
2024-08-28T17,2795
2024-08-28T16,2747
2024-08-28T15,2749
2024-08-28T14,2608
2024-08-28T13,2222
2024-08-28T12,2137
2024-08-28T11,2068
2024-08-28T10,2206
2024-08-28T09,2191
2024-08-28T08,2186
2024-08-28T07,2215
2024-08-28T06,2416
2024-08-28T05,2236
2024-08-28T04,2396
2024-08-28T03,2490
2024-08-28T02,2889
2024-08-28T01,3192
2024-08-28T00,3754
2024-08-27T23,3835
2024-08-27T22,3856
2024-08-27T21,3716
2024-08-27T20,3489
2024-08-27T19,3399
2024-08-27T18,3052
2024-08-27T17,2958
2024-08-27T16,2980
2024-08-27T15,2970
2024-08-27T14,2810
2024-08-27T13,2270
2024-08-27T12,2252
2024-08-27T11,2110
2024-08-27T10,2262
2024-08-27T09,2155
2024-08-27T08,2148
2024-08-27T07,2216
2024-08-27T06,2346
2024-08-27T05,2362
2024-08-27T04,2250
2024-08-27T03,2673
2024-08-27T02,3020
2024-08-27T01,3376
2024-08-27T00,3751
2024-08-26T23,4101
2024-08-26T22,4223
2024-08-26T21,4182
2024-08-26T20,4003
2024-08-26T19,3702
2024-08-26T18,3362
2024-08-26T17,3278
2024-08-26T16,3267
2024-08-26T15,3124
2024-08-26T14,3138
2024-08-26T13,3097
2024-08-26T12,2964
2024-08-26T11,2619
2024-08-26T10,2377
2024-08-26T09,2359
2024-08-26T08,2341
2024-08-26T07,2438
2024-08-26T06,2585
2024-08-26T05,2585
2024-08-26T04,2557
2024-08-26T03,2879
2024-08-26T02,3446
2024-08-26T01,3569
2024-08-26T00,3662
2024-08-25T23,3680
2024-08-25T22,3638
2024-08-25T21,3484
2024-08-25T20,3228
2024-08-25T19,3206
2024-08-25T18,3166
2024-08-25T17,3100
2024-08-25T16,2685
2024-08-25T15,2543
2024-08-25T14,2499
2024-08-25T13,2471
2024-08-25T12,2423
2024-08-25T11,2326
2024-08-25T10,2454
2024-08-25T09,2392
2024-08-25T08,2333
2024-08-25T07,2366
2024-08-25T06,2469
2024-08-25T05,2530
2024-08-25T04,2568
2024-08-25T03,2915
2024-08-25T02,3319
2024-08-25T01,3377
2024-08-25T00,3259
2024-08-24T23,3373
2024-08-24T22,3351
2024-08-24T21,3209
2024-08-24T20,2997
2024-08-24T19,3013
2024-08-24T18,3033
2024-08-24T17,3012
2024-08-24T16,2940
2024-08-24T15,2829
2024-08-24T14,2812
2024-08-24T13,2743
2024-08-24T12,2554
2024-08-24T11,2467
2024-08-24T10,2572
2024-08-24T09,2573
2024-08-24T08,2659
2024-08-24T07,2657
2024-08-24T06,2658
2024-08-24T05,2664
2024-08-24T04,2711
2024-08-24T03,2950
2024-08-24T02,3127
2024-08-24T01,3337
2024-08-24T00,3530
2024-08-23T23,3651
2024-08-23T22,3390
2024-08-23T21,3386
2024-08-23T20,3359
2024-08-23T19,3432
2024-08-23T18,3395
2024-08-23T17,3465
2024-08-23T16,2997
2024-08-23T15,2866
2024-08-23T14,3006
2024-08-23T13,3046
2024-08-23T12,3014
2024-08-23T11,2646
2024-08-23T10,2646
2024-08-23T09,2592
2024-08-23T08,2599
2024-08-23T07,2622
2024-08-23T06,2784
2024-08-23T05,2768
2024-08-23T04,2803
2024-08-23T03,2917
2024-08-23T02,3410
2024-08-23T01,3642
2024-08-23T00,3792
2024-08-22T23,3663
2024-08-22T22,3565
2024-08-22T21,3435
2024-08-22T20,3317
2024-08-22T19,3384
2024-08-22T18,3363
2024-08-22T17,3284
2024-08-22T16,3111
2024-08-22T15,2940
2024-08-22T14,2946
2024-08-22T13,3159
2024-08-22T12,3138
2024-08-22T11,2792
2024-08-22T10,2914
2024-08-22T09,2856
2024-08-22T08,2821
2024-08-22T07,2898
2024-08-22T06,3027
2024-08-22T05,3003
2024-08-22T04,2644
2024-08-22T03,2938
2024-08-22T02,3350
2024-08-22T01,3762
2024-08-22T00,3736
2024-08-21T23,3700
2024-08-21T22,3639
2024-08-21T21,3566
2024-08-21T20,3368
2024-08-21T19,3387
2024-08-21T18,3369
2024-08-21T17,3391
2024-08-21T16,3267
2024-08-21T15,3251
2024-08-21T14,3250
2024-08-21T13,3164
2024-08-21T12,3035
2024-08-21T11,2827
2024-08-21T10,2731
2024-08-21T09,2651
2024-08-21T08,2760
2024-08-21T07,2788
2024-08-21T06,2780
2024-08-21T05,2747
2024-08-21T04,2632
2024-08-21T03,2763
2024-08-21T02,3101
2024-08-21T01,3257
2024-08-21T00,3370
2024-08-20T23,3408
2024-08-20T22,3388
2024-08-20T21,3222
2024-08-20T20,3265
2024-08-20T19,3227
2024-08-20T18,3143
2024-08-20T17,3160
2024-08-20T16,2930
2024-08-20T15,2942
2024-08-20T14,2885
2024-08-20T13,2922
2024-08-20T12,2887
2024-08-20T11,2755
2024-08-20T10,2668
2024-08-20T09,2600
2024-08-20T08,2585
2024-08-20T07,2669
2024-08-20T06,2742
2024-08-20T05,2671
2024-08-20T04,2609
2024-08-20T03,2945
2024-08-20T02,3109
2024-08-20T01,3045
2024-08-20T00,2805
2024-08-19T23,2943
2024-08-19T22,3268
2024-08-19T21,3350
2024-08-19T20,3314
2024-08-19T19,3156
2024-08-19T18,3307
2024-08-19T17,3254
2024-08-19T16,3203
2024-08-19T15,3141
2024-08-19T14,2921
2024-08-19T13,2927
2024-08-19T12,2783
2024-08-19T11,2634
2024-08-19T10,2606
2024-08-19T09,2557
2024-08-19T08,2586
2024-08-19T07,2596
2024-08-19T06,2697
2024-08-19T05,2736
2024-08-19T04,2933
2024-08-19T03,2914
2024-08-19T02,2720
2024-08-19T01,2873
2024-08-19T00,3163
2024-08-18T23,3269
2024-08-18T22,3501
2024-08-18T21,3354
2024-08-18T20,3268
2024-08-18T19,3126
2024-08-18T18,3017
2024-08-18T17,2932
2024-08-18T16,3018
2024-08-18T15,2925
2024-08-18T14,2802
2024-08-18T13,2697
2024-08-18T12,2601
2024-08-18T11,2470
2024-08-18T10,2413
2024-08-18T09,2407
2024-08-18T08,2330
2024-08-18T07,2507
2024-08-18T06,2568
2024-08-18T05,2499
2024-08-18T04,2507
2024-08-18T03,2632
2024-08-18T02,2800
2024-08-18T01,2874
2024-08-18T00,2778
2024-08-17T23,2947
2024-08-17T22,3061
2024-08-17T21,3157
2024-08-17T20,3120
2024-08-17T19,3048
2024-08-17T18,2910
2024-08-17T17,2848
2024-08-17T16,2885
2024-08-17T15,2863
2024-08-17T14,2739
2024-08-17T13,2715
2024-08-17T12,2670
2024-08-17T11,2352
2024-08-17T10,2217
2024-08-17T09,2434
2024-08-17T08,2459
2024-08-17T07,2440
2024-08-17T06,2368
2024-08-17T05,2362
2024-08-17T04,2712
2024-08-17T03,3126
2024-08-17T02,3119
2024-08-17T01,3471
2024-08-17T00,3740
2024-08-16T23,3849
2024-08-16T22,4014
2024-08-16T21,3807
2024-08-16T20,3860
2024-08-16T19,3615
2024-08-16T18,3351
2024-08-16T17,3023
2024-08-16T16,3024
2024-08-16T15,2985
2024-08-16T14,2999
2024-08-16T13,2935
2024-08-16T12,2871
2024-08-16T11,2534
2024-08-16T10,2308
2024-08-16T09,2309
2024-08-16T08,2470
2024-08-16T07,2534
2024-08-16T06,2531
2024-08-16T05,2591
2024-08-16T04,2626
2024-08-16T03,2923
2024-08-16T02,3332
2024-08-16T01,3691
2024-08-16T00,4002
2024-08-15T23,4305
2024-08-15T22,4206
2024-08-15T21,4146
2024-08-15T20,3964
2024-08-15T19,3752
2024-08-15T18,3536
2024-08-15T17,3175
2024-08-15T16,3098
2024-08-15T15,3010
2024-08-15T14,2991
2024-08-15T13,2977
2024-08-15T12,2935
2024-08-15T11,2562
2024-08-15T10,2315
2024-08-15T09,2320
2024-08-15T08,2232
2024-08-15T07,2263
2024-08-15T06,2375
2024-08-15T05,2524
2024-08-15T04,2563
2024-08-15T03,2937
2024-08-15T02,3527
2024-08-15T01,3762
2024-08-15T00,4066
2024-08-14T23,4222
2024-08-14T22,4092
2024-08-14T21,3724
2024-08-14T20,3688
2024-08-14T19,3725
2024-08-14T18,3523
2024-08-14T17,3301
2024-08-14T16,3264
2024-08-14T15,3125
2024-08-14T14,3017
2024-08-14T13,3007
2024-08-14T12,2967
2024-08-14T11,2664
2024-08-14T10,2623
2024-08-14T09,2642
2024-08-14T08,2629
2024-08-14T07,2577
2024-08-14T06,2561
2024-08-14T05,2647
2024-08-14T04,2560
2024-08-14T03,3063
2024-08-14T02,3630
2024-08-14T01,3910
2024-08-14T00,3950
2024-08-13T23,3946
2024-08-13T22,3916
2024-08-13T21,3739
2024-08-13T20,3533
2024-08-13T19,3525
2024-08-13T18,3456
2024-08-13T17,3379
2024-08-13T16,3272
2024-08-13T15,3280
2024-08-13T14,3131
2024-08-13T13,3058
2024-08-13T12,3091
2024-08-13T11,3122
2024-08-13T10,3139
2024-08-13T09,3077
2024-08-13T08,3094
2024-08-13T07,3134
2024-08-13T06,3237
2024-08-13T05,3224
2024-08-13T04,3186
2024-08-13T03,3405
2024-08-13T02,3613
2024-08-13T01,3669
2024-08-13T00,3687
2024-08-12T23,4007
2024-08-12T22,3908
2024-08-12T21,3426
2024-08-12T20,3429
2024-08-12T19,3505
2024-08-12T18,3419
2024-08-12T17,3345
2024-08-12T16,3324
2024-08-12T15,3328
2024-08-12T14,3229
2024-08-12T13,3184
2024-08-12T12,3116
2024-08-12T11,2953
2024-08-12T10,2921
2024-08-12T09,2847
2024-08-12T08,2774
2024-08-12T07,2834
2024-08-12T06,2962
2024-08-12T05,3052
2024-08-12T04,2933
2024-08-12T03,3110
2024-08-12T02,3315
2024-08-12T01,3194
2024-08-12T00,3601
2024-08-11T23,3352
2024-08-11T22,3365
2024-08-11T21,3235
2024-08-11T20,3190
2024-08-11T19,3164
2024-08-11T18,3168
2024-08-11T17,3259
2024-08-11T16,3300
2024-08-11T15,3133
2024-08-11T14,2877
2024-08-11T13,2592
2024-08-11T12,2434
2024-08-11T11,2414
2024-08-11T10,2446
2024-08-11T09,2509
2024-08-11T08,2566
2024-08-11T07,2577
2024-08-11T06,2693
2024-08-11T05,2765
2024-08-11T04,2626
2024-08-11T03,2941
2024-08-11T02,3264
2024-08-11T01,3467
2024-08-11T00,3537
2024-08-10T23,3522
2024-08-10T22,3499
2024-08-10T21,3434
2024-08-10T20,3293
2024-08-10T19,3314
2024-08-10T18,3289
2024-08-10T17,3354
2024-08-10T16,3213
2024-08-10T15,3258
2024-08-10T14,3079
2024-08-10T13,3021
2024-08-10T12,2897
2024-08-10T11,2642
2024-08-10T10,2600
2024-08-10T09,2560
2024-08-10T08,2575
2024-08-10T07,2657
2024-08-10T06,2735
2024-08-10T05,2709
2024-08-10T04,2743
2024-08-10T03,3074
2024-08-10T02,3329
2024-08-10T01,3353
2024-08-10T00,3722
2024-08-09T23,3955
2024-08-09T22,3935
2024-08-09T21,3628
2024-08-09T20,3679
2024-08-09T19,3782
2024-08-09T18,3789
2024-08-09T17,3813
2024-08-09T16,3592
2024-08-09T15,3550
2024-08-09T14,3444
2024-08-09T13,3363
2024-08-09T12,3159
2024-08-09T11,2641
2024-08-09T10,2494
2024-08-09T09,2397
2024-08-09T08,2313
2024-08-09T07,2379
2024-08-09T06,2341
2024-08-09T05,2333
2024-08-09T04,2556
2024-08-09T03,3126
2024-08-09T02,3455
2024-08-09T01,3361
2024-08-09T00,3798
2024-08-08T23,3865
2024-08-08T22,3809
2024-08-08T21,3768
2024-08-08T20,3809
2024-08-08T19,3575
2024-08-08T18,3242
2024-08-08T17,3236
2024-08-08T16,3247
2024-08-08T15,3095
2024-08-08T14,2982
2024-08-08T13,3021
2024-08-08T12,2908
2024-08-08T11,2556
2024-08-08T10,2342
2024-08-08T09,2260
2024-08-08T08,2297
2024-08-08T07,2373
2024-08-08T06,2280
2024-08-08T05,2370
2024-08-08T04,2465
2024-08-08T03,2911
2024-08-08T02,3297
2024-08-08T01,3462
2024-08-08T00,3693
2024-08-07T23,3584
2024-08-07T22,3595
2024-08-07T21,3574
2024-08-07T20,3162
2024-08-07T19,3067
2024-08-07T18,3029
2024-08-07T17,2983
2024-08-07T16,2882
2024-08-07T15,2771
2024-08-07T14,2766
2024-08-07T13,2700
2024-08-07T12,2735
2024-08-07T11,2505
2024-08-07T10,2432
2024-08-07T09,2334
2024-08-07T08,2362
2024-08-07T07,2378
2024-08-07T06,2353
2024-08-07T05,2473
2024-08-07T04,2381
2024-08-07T03,2833
2024-08-07T02,2954
2024-08-07T01,2939
2024-08-07T00,3394
2024-08-06T23,3510
2024-08-06T22,3383
2024-08-06T21,3177
2024-08-06T20,3225
2024-08-06T19,3226
2024-08-06T18,3335
2024-08-06T17,3328
2024-08-06T16,3411
2024-08-06T15,3310
2024-08-06T14,3096
2024-08-06T13,2893
2024-08-06T12,2965
2024-08-06T11,2606
2024-08-06T10,2267
2024-08-06T09,2116
2024-08-06T08,2111
2024-08-06T07,2174
2024-08-06T06,2216
2024-08-06T05,2212
2024-08-06T04,2534
2024-08-06T03,3042
2024-08-06T02,3407
2024-08-06T01,3541
2024-08-06T00,3665
2024-08-05T23,3691
2024-08-05T22,3923
2024-08-05T21,3960
2024-08-05T20,3850
2024-08-05T19,3657
2024-08-05T18,3621
2024-08-05T17,3376
2024-08-05T16,3314
2024-08-05T15,3214
2024-08-05T14,3022
2024-08-05T13,2945
2024-08-05T12,2731
2024-08-05T11,2565
2024-08-05T10,2625
2024-08-05T09,2602
2024-08-05T08,2605
2024-08-05T07,2650
2024-08-05T06,2697
2024-08-05T05,2728
2024-08-05T04,2233
2024-08-05T03,2672
2024-08-05T02,2968
2024-08-05T01,3124
2024-08-05T00,3088
2024-08-04T23,3317
2024-08-04T22,3255
2024-08-04T21,3114
2024-08-04T20,3020
2024-08-04T19,3092
2024-08-04T18,3042
2024-08-04T17,3107
2024-08-04T16,3187
2024-08-04T15,3088
2024-08-04T14,2844
2024-08-04T13,2799
2024-08-04T12,2655
2024-08-04T11,2103
2024-08-04T10,2039
2024-08-04T09,2018
2024-08-04T08,2001
2024-08-04T07,2141
2024-08-04T06,2179
2024-08-04T05,2260
2024-08-04T04,2250
2024-08-04T03,2561
2024-08-04T02,2857
2024-08-04T01,2827
2024-08-04T00,3127
2024-08-03T23,3337
2024-08-03T22,3391
2024-08-03T21,3354
2024-08-03T20,3311
2024-08-03T19,3186
2024-08-03T18,3120
2024-08-03T17,2972
2024-08-03T16,2977
2024-08-03T15,2968
2024-08-03T14,2862
2024-08-03T13,2778
2024-08-03T12,2583
2024-08-03T11,2060
2024-08-03T10,2061
2024-08-03T09,2063
2024-08-03T08,2111
2024-08-03T07,2146
2024-08-03T06,2177
2024-08-03T05,2162
2024-08-03T04,2224
2024-08-03T03,2687
2024-08-03T02,3032
2024-08-03T01,3501
2024-08-03T00,3352
2024-08-02T23,3384
2024-08-02T22,3630
2024-08-02T21,3701
2024-08-02T20,3883
2024-08-02T19,3975
2024-08-02T18,4134
2024-08-02T17,3697
2024-08-02T16,3560
2024-08-02T15,3317
2024-08-02T14,3119
2024-08-02T13,2734
2024-08-02T12,2354
2024-08-02T11,2096
2024-08-02T10,2096
2024-08-02T09,2069
2024-08-02T08,2083
2024-08-02T07,2099
2024-08-02T06,2164
2024-08-02T05,2062
2024-08-02T04,2148
2024-08-02T03,2744
2024-08-02T02,3612
2024-08-02T01,4044
2024-08-02T00,4296
2024-08-01T23,4196
2024-08-01T22,3947
2024-08-01T21,4297
2024-08-01T20,4303
2024-08-01T19,4349
2024-08-01T18,4069
2024-08-01T17,3471
2024-08-01T16,3423
2024-08-01T15,3344
2024-08-01T14,2968
2024-08-01T13,2218
2024-08-01T12,2013
2024-08-01T11,1920
2024-08-01T10,1884
2024-08-01T09,1850
2024-08-01T08,1842
2024-08-01T07,1945
2024-08-01T06,1939
2024-08-01T05,2008
2024-08-01T04,2150
2024-08-01T03,2657
2024-08-01T02,3769
2024-08-01T01,4639
2024-08-01T00,4753
2024-07-31T23,4847
2024-07-31T22,5073
2024-07-31T21,4752
2024-07-31T20,4215
2024-07-31T19,4426
2024-07-31T18,4032
2024-07-31T17,3451
2024-07-31T16,3383
2024-07-31T15,3335
2024-07-31T14,3274
2024-07-31T13,3236
2024-07-31T12,3007
2024-07-31T11,2423
2024-07-31T10,2098
2024-07-31T09,2049
2024-07-31T08,2039
2024-07-31T07,2075
2024-07-31T06,2180
2024-07-31T05,2269
2024-07-31T04,2422
2024-07-31T03,3165
2024-07-31T02,3911
2024-07-31T01,4079
2024-07-31T00,4243
2024-07-30T23,4882
2024-07-30T22,5141
2024-07-30T21,4741
2024-07-30T20,4328
2024-07-30T19,4353
2024-07-30T18,4158
2024-07-30T17,3595
2024-07-30T16,3456
2024-07-30T15,3340
2024-07-30T14,3284
2024-07-30T13,3223
2024-07-30T12,3008
2024-07-30T11,2400
2024-07-30T10,2192
2024-07-30T09,2141
2024-07-30T08,2182
2024-07-30T07,2172
2024-07-30T06,2266
2024-07-30T05,2325
2024-07-30T04,3111
2024-07-30T03,3457
2024-07-30T02,3697
2024-07-30T01,3953
2024-07-30T00,4280
2024-07-29T23,4466
2024-07-29T22,4491
2024-07-29T21,4280
2024-07-29T20,4072
2024-07-29T19,3755
2024-07-29T18,3672
2024-07-29T17,3448
2024-07-29T16,3367
2024-07-29T15,3330
2024-07-29T14,3274
2024-07-29T13,3222
2024-07-29T12,2923
2024-07-29T11,2407
2024-07-29T10,2281
2024-07-29T09,2204
2024-07-29T08,2224
2024-07-29T07,2232
2024-07-29T06,2242
2024-07-29T05,2298
2024-07-29T04,2465
2024-07-29T03,3033
2024-07-29T02,3221
2024-07-29T01,3570
2024-07-29T00,3710
2024-07-28T23,3544
2024-07-28T22,3608
2024-07-28T21,3466
2024-07-28T20,3405
2024-07-28T19,3393
2024-07-28T18,3386
2024-07-28T17,3100
2024-07-28T16,3057
2024-07-28T15,2937
2024-07-28T14,2877
2024-07-28T13,2824
2024-07-28T12,2713
2024-07-28T11,2221
2024-07-28T10,2178
2024-07-28T09,2166
2024-07-28T08,2169
2024-07-28T07,2174
2024-07-28T06,2261
2024-07-28T05,2252
2024-07-28T04,2314
2024-07-28T03,3096
2024-07-28T02,3310
2024-07-28T01,3353
2024-07-28T00,3284
2024-07-27T23,3365
2024-07-27T22,3475
2024-07-27T21,3483
2024-07-27T20,3492
2024-07-27T19,3348
2024-07-27T18,3254
2024-07-27T17,3148
2024-07-27T16,3093
2024-07-27T15,2977
2024-07-27T14,2888
2024-07-27T13,2824
2024-07-27T12,2613
2024-07-27T11,2504
2024-07-27T10,2315
2024-07-27T09,2320
2024-07-27T08,2393
2024-07-27T07,2394
2024-07-27T06,2460
2024-07-27T05,2411
2024-07-27T04,2391
2024-07-27T03,2931
2024-07-27T02,3484
2024-07-27T01,3554
2024-07-27T00,3598
2024-07-26T23,3589
2024-07-26T22,3622
2024-07-26T21,3521
